0383
DTN_STM009
yyyy/MM/dd hh:mm:ss,DFINAL (mm),QFINAL (l/s),VFINAL (m/s)
2023-09-03 05:40:00,47.44657,5.658572,0.379254
2023-09-03 05:45:00,46.18768,5.501824,0.3837644
2023-09-03 05:50:00,45.33659,5.222592,0.3743688
2023-09-03 05:55:00,44.54454,4.707737,0.3463835
2023-09-03 06:00:00,44.07755,4.472545,0.3342891
2023-09-03 06:05:00,43.86044,5.133002,0.3864983
2023-09-03 06:10:00,45.88924,5.571373,0.3923202
2023-09-03 06:15:00,46.5301,5.261234,0.3630493
2023-09-03 06:20:00,46.46617,5.330888,0.3685933
2023-09-03 06:25:00,45.81574,5.517566,0.3894456
2023-09-03 06:30:00,45.13176,5.261324,0.3796739
2023-09-03 06:35:00,44.09461,4.920144,0.3675311
2023-09-03 06:40:00,43.83614,5.14227,0.3875177
2023-09-03 06:45:00,43.83709,5.235404,0.3945234
2023-09-03 06:50:00,52.40901,7.386836,0.4269857
2023-09-03 06:55:00,52.58231,7.328157,0.4214951
2023-09-03 07:00:00,51.28365,6.345627,0.3789233
2023-09-03 07:05:00,49.45353,5.72627,0.3606997
2023-09-03 07:10:00,48.49581,5.622556,0.364636
2023-09-03 07:15:00,47.51604,5.378559,0.3596897
2023-09-03 07:20:00,47.37134,5.592964,0.3757585
2023-09-03 07:25:00,48.05566,5.818998,0.3825732
2023-09-03 07:30:00,48.87355,5.836898,0.3741741
2023-09-03 07:35:00,52.10798,6.912159,0.4030338
2023-09-03 07:40:00,52.12783,6.760416,0.3939593
2023-09-03 07:45:00,53.52593,7.025532,0.3934736
2023-09-03 07:50:00,54.16161,7.683192,0.422824
2023-09-03 07:55:00,52.98191,7.238457,0.411633
2023-09-03 08:00:00,50.76228,6.158994,0.3733101
2023-09-03 08:05:00,48.38757,5.445278,0.354323
2023-09-03 08:10:00,47.41634,5.374117,0.3605366
2023-09-03 08:15:00,48.54322,5.624462,0.3642266
2023-09-03 08:20:00,53.17705,6.91717,0.3912042
2023-09-03 08:25:00,53.07209,7.123502,0.4040658
2023-09-03 08:30:00,51.7925,6.292077,0.3702635
2023-09-03 08:35:00,49.69258,5.491196,0.343431
2023-09-03 08:40:00,48.11187,5.26839,0.345765
2023-09-03 08:45:00,46.89132,5.10596,0.3483868
2023-09-03 08:50:00,46.05239,4.945408,0.3464362
2023-09-03 08:55:00,45.27441,4.897039,0.3517435
2023-09-03 09:00:00,45.27214,5.118596,0.3676845
2023-09-03 09:05:00,47.45566,5.993302,0.4015721
2023-09-03 09:10:00,48.39205,6.399378,0.4163481
2023-09-03 09:15:00,48.48359,6.074148,0.3940715
2023-09-03 09:20:00,48.03464,5.87737,0.3866653
2023-09-03 09:25:00,48.07975,5.476852,0.3598074
2023-09-03 09:30:00,48.00441,5.312432,0.3498297
2023-09-03 09:35:00,47.28111,5.463065,0.3680933
2023-09-03 09:40:00,46.44826,5.562387,0.3848161
2023-09-03 09:45:00,46.35973,5.361669,0.3719634
2023-09-03 09:50:00,46.34471,5.101254,0.3540647
2023-09-03 09:55:00,47.35498,5.966002,0.4010305
2023-09-03 10:00:00,47.78527,5.877883,0.3897421
2023-09-03 10:05:00,48.12497,5.289226,0.3469906
2023-09-03 10:10:00,47.5681,4.697811,0.3136452
2023-09-03 10:15:00,46.49225,4.527988,0.3128226
