0383
DTN_SAN008
yyyy/MM/dd hh:mm:ss,DFINAL (mm),QFINAL (l/s),VFINAL (m/s)
2023-09-28 19:10:00,128.08,31.07366,0.76
2023-09-28 19:15:00,127.67,30.11908,0.7400001
2023-09-28 19:20:00,128.99,30.97264,0.75
2023-09-28 19:25:00,128.31,30.7426,0.75
2023-09-28 19:30:00,127.7,30.94339,0.76
2023-09-28 19:35:00,127.33,31.22204,0.77
2023-09-28 19:40:00,127.07,30.72757,0.76
2023-09-28 19:45:00,126.93,31.08353,0.77
2023-09-28 19:50:00,126.84,30.64916,0.76
2023-09-28 19:55:00,128.63,30.85086,0.75
2023-09-28 20:00:00,127.83,30.98796,0.76
2023-09-28 20:05:00,127.35,31.22898,0.77
2023-09-28 20:10:00,155.39,23.05109,0.43
2023-09-28 20:15:00,138.29,34.16288,0.75
2023-09-28 20:20:00,131.59,32.28189,0.76
2023-09-28 20:25:00,164.16,40.4906,0.7
2023-09-28 20:30:00,135.58,32.33957,0.73
2023-09-28 20:35:00,132.43,31.71572,0.7400001
2023-09-28 20:40:00,135.3,34.01242,0.77
2023-09-28 20:45:00,133.24,33.2858,0.77
2023-09-28 20:50:00,131.08,32.95039,0.78
2023-09-28 20:55:00,129.49,31.97277,0.77
2023-09-28 21:00:00,129.06,32.23617,0.78
2023-09-28 21:05:00,129.6,30.34826,0.73
2023-09-28 21:10:00,129.92,31.28855,0.75
2023-09-28 21:15:00,128.61,30.84409,0.75
2023-09-28 21:20:00,128.61,30.84409,0.75
2023-09-28 21:25:00,128.72,30.8813,0.75
2023-09-28 21:30:00,127.46,30.86112,0.76
2023-09-28 21:35:00,127.33,30.81656,0.76
2023-09-28 21:40:00,127.44,30.44829,0.75
2023-09-28 21:45:00,126.92,29.46552,0.73
2023-09-28 21:50:00,126.76,29.01021,0.72
2023-09-28 21:55:00,126.83,29.43605,0.73
2023-09-28 22:00:00,124.74,28.7523,0.73
2023-09-28 22:05:00,121.63,27.74226,0.73
2023-09-28 22:10:00,119.87,26.80237,0.72
2023-09-28 22:15:00,117.24,23.44588,0.6499999
2023-09-28 22:20:00,114.67,23.76669,0.68
2023-09-28 22:25:00,114.2,23.28093,0.67
2023-09-28 22:30:00,113.03,23.28418,0.68
2023-09-28 22:35:00,112.37,23.76996,0.7
2023-09-28 22:40:00,166.65,18.89871,0.32
2023-09-28 22:45:00,115.38,25.38698,0.72
2023-09-28 22:50:00,113.08,24.32678,0.71
2023-09-28 22:55:00,113.77,24.53874,0.71
2023-09-28 23:00:00,113.48,24.79402,0.72
2023-09-28 23:05:00,113.72,24.17799,0.7
2023-09-28 23:10:00,114.18,24.3173,0.7
2023-09-28 23:15:00,114.89,24.88289,0.71
2023-09-28 23:20:00,113.45,24.09621,0.7
2023-09-28 23:25:00,113.77,24.19313,0.7
2023-09-28 23:30:00,112.67,23.51936,0.69
2023-09-28 23:35:00,112.87,23.23711,0.68
2023-09-28 23:40:00,110.21,22.46056,0.68
2023-09-28 23:45:00,106.79,20.84006,0.6600001
2023-09-28 23:50:00,128.4,19.69475,0.48
2023-09-28 23:55:00,121.44,25.78481,0.68
2023-09-29 00:00:00,112.56,23.48674,0.69
2023-09-29 00:05:00,107.91,21.47394,0.67
2023-09-29 00:10:00,166.01,12.92403,0.22
2023-09-29 00:15:00,107.24,20.33063,0.64
2023-09-29 00:20:00,108.02,20.54226,0.64
2023-09-29 00:25:00,104.4,19.87049,0.6499999
2023-09-29 00:30:00,155.53,11.80833,0.22
2023-09-29 00:35:00,100.75,18.88285,0.6499999
2023-09-29 00:40:00,102.93,19.1717,0.64
2023-09-29 00:45:00,101.75,18.56309,0.63
2023-09-29 00:50:00,152.98,19.93283,0.38
2023-09-29 00:55:00,99.09,16.73634,0.59
2023-09-29 01:00:00,101.56,17.92573,0.61
2023-09-29 01:05:00,103.43,18.70211,0.62
2023-09-29 01:10:00,122.11,11.84695,0.31
2023-09-29 01:15:00,100.67,18.28094,0.63
2023-09-29 01:20:00,99.16,17.32125,0.61
